"BehaviorSpace results (NetLogo 5.2.1)"
"Risk_Attack_model.nlogo"
"vary_demage"
"05/12/2017 15:16:57:453 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","100","0","100"
"[run number]","farm-size","distance-btw-households","price","Number-of-Farmers","average-node-degree","social-influence","damage","labor_fencing","N","[step]","sum [domain] of patches","mean [income] of farmers","sum [count_total_attacks] of farmers","N / A"
"205","32","20","2.5","100","4","true","0.25","0.5","50","100","10201","304.08522727272725","6","0.004901480247034604"
"206","32","20","2.5","100","4","true","0.25","0.5","50","100","10173.800000000007","303.16477272727275","7","0.004919323101141281"
"207","32","20","2.5","100","4","true","0.25","0.5","50","100","10192.199999999988","305.7443181818182","8","0.004909324771470934"
"208","32","20","2.5","100","4","true","0.25","0.5","50","100","10164.999999999998","306.175","7","0.004921211405399553"
"209","32","20","2.5","100","4","true","0.25","0.5","50","100","10164.299999999992","302.7875","10","0.004920920802700599"
"210","32","20","2.5","100","4","true","0.25","0.5","50","100","10190.399999999998","308.5568181818182","6","0.004907541910407914"
"211","32","20","2.5","100","4","true","0.3","0.5","50","100","10173.999999999995","305.47727272727275","4","0.004916855965621343"
"212","32","20","2.5","100","4","true","0.3","0.5","50","100","10201","307.87045454545455","2","0.004901528296522856"
"213","32","20","2.5","100","4","true","0.3","0.5","50","100","10165.299999999992","304.98636363636365","4","0.004924070827834786"
"214","32","20","2.5","100","4","true","0.3","0.5","50","100","10156.199999999983","305.9","2","0.004926739385339996"
"215","32","20","2.5","100","4","true","0.3","0.5","50","100","10038.69999999998","303.83863636363634","4","0.004985144270075167"
"216","32","20","2.5","100","4","true","0.3","0.5","50","100","10172.000000000002","302.03636363636366","6","0.00492130828059331"
"217","32","20","2.5","100","4","true","0.3","0.5","50","100","10155.699999999995","302.6727272727273","6","0.004929799652942099"
"218","32","20","2.5","100","4","true","0.3","0.5","50","100","10201","305.0977272727273","4","0.004901768558095761"
"219","32","20","2.5","100","4","true","0.3","0.5","50","100","10098.099999999986","308.4522727272727","8","0.00496292693578965"
"220","32","20","2.5","100","4","true","0.3","0.5","50","100","10153.399999999981","302.025","7","0.0049297510475720995"
"221","32","20","2.5","100","4","true","0.35","0.5","50","100","9955.899999999972","302.75795454545454","3","0.005030332907431802"
"222","32","20","2.5","100","4","true","0.35","0.5","50","100","10171.299999999994","307.6125","3","0.004916614222781624"
"223","32","20","2.5","100","4","true","0.35","0.5","50","100","10043.399999999994","302.01022727272726","10","0.004968450340338847"
"224","32","20","2.5","100","4","true","0.35","0.5","50","100","10152.899999999996","303.9670454545454","8","0.004933691190401008"
"225","32","20","2.5","100","4","true","0.35","0.5","50","100","10056.799999999981","307.5113636363636","4","0.004976609933313426"
"226","32","20","2.5","100","4","true","0.35","0.5","50","100","9917.39999999999","303.8238636363636","4","0.005039408171904287"
"227","32","20","2.5","100","4","true","0.35","0.5","50","100","10061.799999999987","305.2181818181818","0","0.004975025372629396"
"228","32","20","2.5","100","4","true","0.35","0.5","50","100","10148","303.2965909090909","5","0.0049335938270874"
"229","32","20","2.5","100","4","true","0.35","0.5","50","100","10134.9","301.26363636363635","7","0.00493082058716211"
"230","32","20","2.5","100","4","true","0.35","0.5","50","100","10085.999999999982","299.7056818181818","5","0.00496243437180543"
"231","32","20","2.5","100","4","true","0.4","0.5","50","100","10108.000000000005","298.4681818181818","4","0.004925137903861314"
"232","32","20","2.5","100","4","true","0.4","0.5","50","100","9970.699999999973","304.01363636363635","2","0.00502977627555125"
"233","32","20","2.5","100","4","true","0.4","0.5","50","100","10112.099999999977","306.6409090909091","8","0.004959136713480915"
"234","32","20","2.5","100","4","true","0.4","0.5","50","100","9944.499999999989","303.8636363636364","3","0.005029068013115805"
"235","32","20","2.5","100","4","true","0.4","0.5","50","100","10035.20000000001","308.16818181818184","4","0.004996202885806784"
"236","32","20","2.5","100","4","true","0.4","0.5","50","100","10047.599999999959","307.9318181818182","6","0.0049971016810249945"
"237","32","20","2.5","100","4","true","0.4","0.5","50","100","10086.199999999986","307.9590909090909","4","0.004978096375945837"
"238","32","20","2.5","100","4","true","0.4","0.5","50","100","10098.999999999969","308.90909090909093","3","0.0049629269357896475"
